File Name,Risk Reward
CTAS.csv,16.90928014139749
ASML.csv,17.952311983680723
ONTO.csv,18.096056412600625
MGPI.csv,18.215410175368728
COO.csv,18.579740023313864
TDG.csv,18.718021276013424
LLY.csv,18.817593793317428
TMO.csv,19.033523555066335
NVDA.csv,19.245883828874298
UFPT.csv,19.3642621219836
REGN.csv,19.440692208878886
APLD.csv,19.636409231725732
LRCX.csv,19.699823812718012
BLDR.csv,19.896932529602232
ROP.csv,19.934769424022456
MTD.csv,20.200945949998257
KLAC.csv,20.466365440873883
ENTG.csv,20.47645386768261
MPWR.csv,20.63775039129492
CROX.csv,20.70929302534129
CSL.csv,20.788563145607263
LSCC.csv,20.83156134046971
AMD.csv,20.842004259319484
LPX.csv,20.85817052564201
RGEN.csv,20.98685076441177
STZ.csv,21.096349973040464
AXON.csv,21.099374936595073
NEU.csv,21.230638683042542
LII.csv,21.338109001519413
IDXX.csv,21.41877853645054
COKE.csv,21.431735418845083
SMCI.csv,21.57447009956621
SNBR.csv,21.735323526138522
TER.csv,21.89687213086061
JJSF.csv,22.096295462650296
JBSS.csv,22.16630409621367
ALGN.csv,22.23889402695156
IOSP.csv,22.269454581597646
NOC.csv,22.313158583210974
TSM.csv,22.39839279554935
TXN.csv,22.438213269009744
MU.csv,22.439137290524595
CRUS.csv,22.50391306401509
TT.csv,22.543443936571837
LFUS.csv,22.670053969364716
KLIC.csv,22.741567249553786
HUBB.csv,22.806735308363628
GPK.csv,22.906761219069026
KAI.csv,22.998137432328196
IEX.csv,23.04324811297298
BRKR.csv,23.099109033713958
PODD.csv,23.189551433845043
PKG.csv,23.224007229003835
ON.csv,23.40430330215547
SWKS.csv,23.404794872185448
AMAT.csv,23.456942247073776
JBL.csv,23.469238021078965
SIMO.csv,23.610526117780154
ADI.csv,23.720803291554045
TRS.csv,23.860875810741973
RPM.csv,23.987112184828728
ACLS.csv,24.0073419703204
WAT.csv,24.01782329474423
BC.csv,24.0230738890404
WST.csv,24.07393665702772
ITW.csv,24.20017908755453
SYK.csv,24.34069373904366
PH.csv,24.398986340101878
DE.csv,24.473050511840473
STX.csv,24.556849781378663
RBC.csv,24.63220479363601
WDFC.csv,24.666690948634873
ALG.csv,24.736622975261653
OLED.csv,25.039580006508466
ZBRA.csv,25.12170275705516
CE.csv,25.166065370995714
SAM.csv,25.274919950306217
A.csv,25.384559121889215
WIRE.csv,25.411419198073393
KWR.csv,25.545696880609373
NICE.csv,25.64012242189148
CVCO.csv,25.7213348916545
AVNT.csv,25.798955715752246
RVTY.csv,25.80187543765894
HON.csv,25.887271172916734
EXP.csv,25.958471901595814
UCTT.csv,25.975676344441627
WTS.csv,26.025342525768465
DIOD.csv,26.084950185110753
TRI.csv,26.10393719071107
PLAB.csv,26.12717625118404
AMKR.csv,26.405078014149463
ECL.csv,26.50043906687558
DAN.csv,26.511670879094407
JBT.csv,26.512086365110058
VRTX.csv,26.702768907203623
FLEX.csv,26.757808004794853
BSX.csv,26.83605713357506
MLR.csv,26.850435227616675
ROK.csv,26.859113353440772
CMI.csv,26.93703892369601
RDY.csv,27.013146768434353
OSIS.csv,27.052777213367843
GTLS.csv,27.175124123974044
QRVO.csv,27.203594291375182
HXL.csv,27.231912888248367
MOD.csv,27.25536884798584
SMP.csv,27.255481491837184
LMT.csv,27.28086106315301
NDSN.csv,27.30161555732502
HSY.csv,27.30580545731737
AEIS.csv,27.358658867560223
LCII.csv,27.37288753719492
PRMW.csv,27.377015146983055
OSK.csv,27.417058029064123
MED.csv,27.526861588361665
WGO.csv,27.551802530321687
ENS.csv,27.63201599205844
STAA.csv,27.747840399298795
CW.csv,27.750107389055916
AIMD.csv,27.77149440716254
GPRE.csv,27.830405074991177
STLD.csv,27.945299883463676
MTRN.csv,28.060116619221684
DECK.csv,28.128572171741666
APD.csv,28.142467358171714
AZTA.csv,28.166307518073257
DXCM.csv,28.166693308116947
FSS.csv,28.22367271274266
MSA.csv,28.277482560035846
TPX.csv,28.324062330922185
AVY.csv,28.32582320901545
WLK.csv,28.407435521220766
SSD.csv,28.450537940865885
DAR.csv,28.53979799213846
OC.csv,28.54195739195895
THO.csv,28.772437435596764
AMGN.csv,28.772557629836648
SHW.csv,28.88254238163048
SXI.csv,28.96415808547032
NPO.csv,29.00855660318601
MRVL.csv,29.042862797613324
LHX.csv,29.10511375441445
BCRX.csv,29.120155554795215
TSN.csv,29.226336972377396
CAT.csv,29.272067267541356
LANC.csv,29.333133560694716
HOLI.csv,29.416446392954676
AME.csv,29.427741749576057
GD.csv,29.573228308056468
AIN.csv,29.598701741986204
RGR.csv,29.612376053973353
TGTX.csv,29.631564235768977
BCPC.csv,29.63438193251405
IPGP.csv,29.64744154124618
CVGI.csv,29.814265672689746
SAVA.csv,30.03316484663699
HELE.csv,30.057024925097444
HOLX.csv,30.063282448353924
